threshold,accuracy,balanced_accuracy,precision,recall,f1
0.605,0.9830065359477124,0.9422222222222222,0.963855421686747,0.8888888888888888,0.9248554913294798
0.61,0.9830065359477124,0.9422222222222222,0.963855421686747,0.8888888888888888,0.9248554913294798
0.615,0.9830065359477124,0.9422222222222222,0.963855421686747,0.8888888888888888,0.9248554913294798
0.62,0.9830065359477124,0.9422222222222222,0.963855421686747,0.8888888888888888,0.9248554913294798
0.625,0.9830065359477124,0.9422222222222222,0.963855421686747,0.8888888888888888,0.9248554913294798
0.63,0.984313725490196,0.942962962962963,0.975609756097561,0.8888888888888888,0.9302325581395349
0.635,0.984313725490196,0.942962962962963,0.975609756097561,0.8888888888888888,0.9302325581395349
0.64,0.984313725490196,0.942962962962963,0.975609756097561,0.8888888888888888,0.9302325581395349
0.645,0.984313725490196,0.942962962962963,0.975609756097561,0.8888888888888888,0.9302325581395349
0.65,0.984313725490196,0.942962962962963,0.975609756097561,0.8888888888888888,0.9302325581395349
0.655,0.984313725490196,0.942962962962963,0.975609756097561,0.8888888888888888,0.9302325581395349
0.66,0.984313725490196,0.942962962962963,0.975609756097561,0.8888888888888888,0.9302325581395349
0.665,0.9830065359477124,0.9374074074074075,0.9753086419753086,0.8777777777777778,0.9239766081871345
0.67,0.9830065359477124,0.9374074074074075,0.9753086419753086,0.8777777777777778,0.9239766081871345
0.675,0.9830065359477124,0.9374074074074075,0.9753086419753086,0.8777777777777778,0.9239766081871345
0.6799999999999999,0.9830065359477124,0.9374074074074075,0.9753086419753086,0.8777777777777778,0.9239766081871345
0.6849999999999999,0.9830065359477124,0.9374074074074075,0.9753086419753086,0.8777777777777778,0.9239766081871345
0.69,0.9830065359477124,0.9374074074074075,0.9753086419753086,0.8777777777777778,0.9239766081871345
0.695,0.9830065359477124,0.9374074074074075,0.9753086419753086,0.8777777777777778,0.9239766081871345
0.7,0.9830065359477124,0.9374074074074075,0.9753086419753086,0.8777777777777778,0.9239766081871345
0.705,0.9830065359477124,0.9374074074074075,0.9753086419753086,0.8777777777777778,0.9239766081871345
0.71,0.9816993464052287,0.9318518518518519,0.975,0.8666666666666667,0.9176470588235294
0.715,0.9816993464052287,0.9318518518518519,0.975,0.8666666666666667,0.9176470588235294
0.72,0.9816993464052287,0.9318518518518519,0.975,0.8666666666666667,0.9176470588235294
0.725,0.9816993464052287,0.9318518518518519,0.975,0.8666666666666667,0.9176470588235294
0.73,0.9816993464052287,0.9318518518518519,0.975,0.8666666666666667,0.9176470588235294
0.735,0.9816993464052287,0.9318518518518519,0.975,0.8666666666666667,0.9176470588235294
0.74,0.9816993464052287,0.9318518518518519,0.975,0.8666666666666667,0.9176470588235294
0.745,0.9816993464052287,0.9318518518518519,0.975,0.8666666666666667,0.9176470588235294
0.75,0.9816993464052287,0.9318518518518519,0.975,0.8666666666666667,0.9176470588235294
0.755,0.9816993464052287,0.9318518518518519,0.975,0.8666666666666667,0.9176470588235294
0.76,0.9816993464052287,0.9318518518518519,0.975,0.8666666666666667,0.9176470588235294
0.765,0.9803921568627451,0.9262962962962963,0.9746835443037974,0.8555555555555555,0.9112426035502958
0.77,0.9803921568627451,0.9262962962962963,0.9746835443037974,0.8555555555555555,0.9112426035502958
0.775,0.9803921568627451,0.9262962962962963,0.9746835443037974,0.8555555555555555,0.9112426035502958
0.78,0.9803921568627451,0.9262962962962963,0.9746835443037974,0.8555555555555555,0.9112426035502958
0.785,0.9803921568627451,0.9262962962962963,0.9746835443037974,0.8555555555555555,0.9112426035502958
0.79,0.9803921568627451,0.9262962962962963,0.9746835443037974,0.8555555555555555,0.9112426035502958
0.795,0.9803921568627451,0.9262962962962963,0.9746835443037974,0.8555555555555555,0.9112426035502958
0.8,0.9803921568627451,0.9262962962962963,0.9746835443037974,0.8555555555555555,0.9112426035502958
0.8049999999999999,0.9790849673202614,0.9207407407407407,0.9743589743589743,0.8444444444444444,0.9047619047619048
0.8099999999999999,0.9790849673202614,0.9207407407407407,0.9743589743589743,0.8444444444444444,0.9047619047619048
0.815,0.9790849673202614,0.9207407407407407,0.9743589743589743,0.8444444444444444,0.9047619047619048
