label,rows,mae,mse,rmse,mape_pct,smape_pct
synthetic,400,3.189855229052624,16.47002784359096,4.058328207968271,2.3263044655685685,2.350316607792152
real_or_fallback,450,0.7109305665735016,0.7363538142680432,0.8581106072459675,2.8476466688769224,2.8128655019621576
synthetic_naive,400,3.5261131694639603,19.68269454129217,4.436518290426871,2.5976138936853332,2.5975085647409815
real_or_fallback_naive,450,0.5419711218939889,0.5324670705121148,0.7297034127041718,2.117968849077448,2.120729011770979
