label,rows,min_load,max_load,mean_load,std_load,source_types
synthetic,1600,98.66684246851516,160.2068062915827,129.41826324795437,12.076806910945784,synthetic
real_or_fallback,1800,16.882999420166016,46.00699996948242,31.24021448029412,5.558624069275158,real_public
