label,rows,mae,mse,rmse,mape_pct,smape_pct
synthetic,400,3.189855229052624,16.47002784359096,4.058328207968271,2.3263044655685685,2.350316607792152
real_or_fallback,450,0.7109305665735016,0.7363538142680432,0.8581106072459675,2.8476466688769224,2.8128655019621576
